DISTRITO,mean,min,max,std,percentile_10,percentile_90,range_temp
SUYCKUTAMBO,-0.7843327613103958,-2.3878517389297484,1.0369731903076171,0.8984805638304112,-1.740677571296692,0.6919230699539185,3.424824929237366
PEDRO VILCA APAZA,-0.7240481058756509,-2.532978057861328,0.45407329499721527,0.9687447629991637,-1.8753748416900635,0.17389635741710663,2.9870513528585434
ASCENSION,-0.7085527351924351,-1.594144082069397,1.4734930753707887,0.8827212093271124,-1.5547255516052245,0.555566155910492,3.0676371574401857
CUPI,-0.635761300722758,-1.8553168535232545,0.2687474608421326,0.8052179974214904,-1.6702250003814698,0.14971236884593964,2.124064314365387
MADRIGAL,-0.5828479806582133,-3.0460272312164305,2.121236062049866,1.970722653401289,-2.7582029342651366,1.8551952600479127,5.167263293266297
ESPINAR,-0.57912248528522,-1.7965869188308716,1.038321590423584,0.6738305423882935,-1.311415922641754,0.3834464535117149,2.8349085092544555
SUITUCANCHA,-0.5526128019605364,-1.4245232582092284,0.3022369652986526,0.6467572825072953,-1.2971648454666138,0.20000223815441132,1.7267602235078812
SICUANI,-0.5436193180084228,-3.332020807266235,2.31239116191864,1.9566973610232368,-2.937351703643799,2.1890321731567384,5.644411969184875
HUAYNACOTAS,-0.5375179227193196,-2.659435987472534,8.123002338409425,1.9989667792137555,-1.7670206308364869,1.0439685106277465,10.782438325881959
TIQUILLACA,-0.5282307793112362,-3.1790870666503905,4.217839241027832,1.919982707269505,-2.7240715980529786,1.2663697004318237,7.396926307678223
MANAZO,-0.5168877748342661,-2.1508427619934083,1.6743209838867188,1.2778648443496823,-1.8774811983108521,1.5102442026138305,3.825163745880127
ACOBAMBILLA,-0.47081530888875334,-1.3768500089645386,1.3804463148117065,0.7894682661146519,-1.1529486060142518,0.9261456608772278,2.757296323776245
OCONGATE,-0.46074060960249463,-3.9417789459228514,3.246848964691162,1.748026253432835,-2.2399869680404665,2.0696295261383058,7.188627910614014
MARANGANI,-0.4038900543661678,-3.172336292266846,2.621000289916992,1.6966081319240218,-2.5772266387939453,1.5494267225265503,5.793336582183838
VIRACO,-0.3896798038482666,-4.081703424453735,3.7422413349151613,2.698985129006719,-3.422298765182495,2.553205633163452,7.823944759368897
MOROCOCHA,-0.38788423803117544,-1.1499238014221191,0.4240308851003647,0.5126239278395969,-1.0825785994529724,0.2263195648789406,1.5739546865224838
COPORAQUE,-0.36814055442810056,-2.6291257619857786,1.7883031368255615,1.2380313503500073,-1.7813341617584229,1.0571556568145752,4.41742889881134
ZEPITA,-0.34799259587338094,-1.1535077810287475,0.7002982258796692,0.4473997431476576,-0.9459588289260864,0.0704276829957962,1.8538060069084168
JULI,-0.3443399323357476,-1.5188222646713256,3.217053747177124,1.2146150979471682,-1.3049054622650147,1.5846150875091554,4.7358760118484495
MARCAPOMACOCHA,-0.3339530320003115,-1.3842425107955934,1.1505160093307496,0.6023230993808327,-0.9210534453392029,0.5563117206096649,2.534758520126343
CABANILLA,-0.288942418495814,-2.893698310852051,1.6816344022750855,1.5178894348487575,-2.479747247695923,1.1899592399597168,4.575332713127136
CAIRANI,-0.25178641080856323,-5.644723415374756,6.464500617980957,3.759791281887547,-4.1412749767303465,4.580585193634033,12.109224033355712
ILAVE,-0.2179837499346052,-3.92885160446167,1.972137188911438,1.5496324036485436,-2.35757098197937,1.6975914716720581,5.9009887933731076
TANTA,-0.21374918547543614,-1.1987188816070558,0.7168762266635895,0.5544302777856809,-0.9691251635551452,0.34609135910868644,1.915595108270645
DESAGUADERO,-0.21370192646980285,-1.7286554813385009,0.6447639524936676,0.8345647448404921,-1.1734699130058288,0.5584779202938079,2.3734194338321686
CHUPAMARCA,-0.19592446413907139,-1.258431088924408,1.0852611184120178,0.7424593430780302,-1.002034318447113,0.8196189880371094,2.3436922073364257
USICAYOS,-0.1463829289311948,-3.225559616088867,4.119818258285522,1.922290683268774,-2.711799907684326,2.0764132499694825,7.34537787437439
CHICCHE,-0.06675752997398376,-0.4147328659892082,0.28121780753135683,0.3479753367602826,-0.34513779655098914,0.21162273064255716,0.695950673520565
CAYMA,-0.06546970307826996,-1.9601664781570434,3.213063669204712,2.2006191041205474,-1.8954983472824096,2.834095907211304,5.173230147361755
PICHIGUA,-0.014126422149794437,-1.1487714409828187,1.0058926463127136,0.7144243686502503,-0.8059649109840393,0.955214673280716,2.154664087295532
KUNTURKANKI,-0.005039237095759463,-1.0562347650527955,0.858800083398819,0.5147987862398498,-0.643261867761612,0.5051485568284988,1.9150348484516144
INCHUPALLA,-0.005011398142034362,-1.915067481994629,0.8976515650749206,0.8935794658572348,-1.4718918561935426,0.6388108253479003,2.8127190470695496
VITIS,0.007897146542867028,-0.7194771349430085,1.0578874111175538,0.7606833920564281,-0.6385254621505737,0.7833660840988159,1.777364546060562
CHONGOS BAJO,0.01464127004146576,-0.03423333466053009,0.06351587921380997,0.048874606937171404,-0.02445841282606125,0.05374095737934113,0.09774921387434006
TOMAS,0.026910722255706787,-0.6482566118240356,0.8320591568946838,0.5814221364049496,-0.6420399844646454,0.8057967305183411,1.4803157687187194
LAYO,0.09978064809526714,-1.547457504272461,5.936439514160156,1.8638924921118103,-1.447592568397522,1.614006018638611,7.483897018432617
VILQUE CHICO,0.11125792335061466,-0.9285029649734498,0.7099563121795655,0.5553949925429895,-0.8084517002105713,0.6702456116676331,1.638459277153015
AURAHUA,0.11391536455888014,-1.122408103942871,2.371390533447266,0.9782895428829933,-0.9453319668769836,1.3177683115005494,3.4937986373901366
HUANCAYA,0.11796951823764376,-0.623884642124176,1.0004494190216064,0.441506556506134,-0.3166872262954712,0.6313573598861695,1.6243340611457824
HUAY-HUAY,0.13594659368197123,-0.6391952216625214,0.7131257593631745,0.5087926637577848,-0.5100216507911682,0.6838320195674896,1.3523209810256958
SALAMANCA,0.14966856479644777,-2.503399658203125,7.364096736907959,1.7199257392963934,-1.2267074108123779,1.6463462829589843,9.867496395111084
HUANTAN,0.15242886145909626,-1.7787461280822754,4.861061477661133,1.8271981013723742,-1.3832075595855713,2.7264942169189452,6.639807605743409
NUEVO OCCORO,0.16284906715154648,-0.6936111629009247,0.9845005154609681,0.5137723607434415,-0.4088699996471405,0.7985355973243713,1.6781116783618928
TIRAPATA,0.20275589397975374,0.008031564205884934,0.5947216302156448,0.1903055271611637,0.035537661612033845,0.4147315055131912,0.5866900660097599
POMATA,0.2066616388467642,-2.039354395866394,4.898194599151611,1.930578781347021,-1.7375317573547364,2.94224009513855,6.937548995018005
SANTIAGO DE PUPUJA,0.21710509777069092,0.02527768909931183,0.4736861169338226,0.14856730681224736,0.06384878568351268,0.43317720144987104,0.4484084278345108
ROSASPATA,0.24456151485443117,-0.9161980271339416,1.0639728307724,0.6831017126637842,-0.8573567748069764,0.9752760529518127,1.9801708579063415
CANCHAYLLO,0.2560744512826204,-1.8768990993499757,2.6138182163238524,0.9475447081808758,-0.5891620516777039,1.429560947418213,4.4907173156738285
JOSE DOMINGO CHOQUEHUANCA,0.27164852917194365,0.17239803969860076,0.37089902758598325,0.09925049394369183,0.1922481417655945,0.3510489225387573,0.19850098788738252
COALAQUE,0.3267089313930936,-3.7338677883148192,6.467982769012451,3.6305550186843725,-3.5228515625,5.03669319152832,10.20185055732727
SAN JUAN DE TANTARANCHE,0.33765339652697246,-0.40340616106987,0.7347671687602997,0.5247284834214412,-0.18640509247779846,0.724133574962616,1.1381733298301697
HUATASANI,0.36169645339250567,0.36169645339250567,0.36169645339250567,0.0,0.36169645339250567,0.36169645339250567,0.0
CHICLA,0.38985638618469237,-0.9108277320861816,2.7075984477996826,1.0635232377079082,-0.6717172086238861,1.809152936935425,3.6184261798858643
NICASIO,0.39540274143218995,-0.012588484585285187,0.8199108004570007,0.27846428004636803,0.10676995366811752,0.7129496514797211,0.8324992850422859
AYAVIRI,0.4049100405829293,-2.132684725522995,2.8167206779122353,1.297109260387861,-1.1308997422456741,1.5645292084664106,4.949405403435231
SANTIAGO DE ANCHUCAYA,0.4399439016977946,-0.11472236020490527,1.1291472554206847,0.5168440616401276,-0.030696524679660796,0.9643991351127624,1.2438696156255902
SANTA BARBARA DE CARHUACAYAN,0.49523042332042344,-0.1550672210752964,1.321712613105774,0.43986308197074314,-0.05455253049731255,1.1007995367050172,1.4767798341810703
LARAOS,0.500805924488948,-1.2910619497299194,4.997123718261719,2.015369761365605,-1.255429172515869,3.6620687007904054,6.288185667991638
PILPICHACA,0.5062351331318895,-1.0751920700073243,3.802939510345459,1.1346515614333064,-0.6832959234714509,2.0056982040405273,4.878131580352783
CHOCO,0.5075223207473755,-3.759738492965698,12.802480125427246,4.509458751918118,-3.216072368621826,7.846737384796143,16.562218618392944
CASTROVIRREYNA,0.5130130275603263,-1.8202353477478028,5.612715530395508,1.746544936482935,-1.3917425155639649,2.6972920894622803,7.432950878143311
COATA,0.5344936460256576,0.05215555727481842,1.0168317317962647,0.48233808726072336,0.14862317442893982,0.9203640937805175,0.9646761745214463
HUANZA,0.5621933555603027,-0.9325105786323548,2.118548941612244,0.9018582421168668,-0.23240669965744018,2.0267356395721436,3.0510595202445985
HUANCANE,0.6140855642465445,-0.33416454792022704,2.1242433309555055,0.5641043951951851,0.10947146862745286,1.0740274310112,2.4584078788757324
HUANEC,0.6156075716018676,0.6156075716018676,0.6156075716018676,0.0,0.6156075716018676,0.6156075716018676,0.0
PUSI,0.6159045378367105,0.215271258354187,1.0382909059524537,0.3031745214715106,0.3245328187942505,1.0217550158500672,0.8230196475982666
CARACOTO,0.620410477031361,0.2060086578130722,0.9836090922355651,0.21257942726357815,0.39694281816482546,0.9034073233604432,0.7776004344224929
ARAPA,0.6623151432384144,-0.7358882665634155,1.9587624549865723,0.7512848703776984,-0.22910388484597205,1.4452075719833375,2.694650721549988
MOHO,0.6900002903408474,-0.580571049451828,3.1603432178497313,1.003186327066656,-0.19747630320489407,2.2824488162994383,3.7409142673015596
CAMINACA,0.7231775601704915,0.5320632994174957,0.9273285388946533,0.12876937108613667,0.5802773475646973,0.8743749022483825,0.3952652394771576
TARUCACHI,0.7286340832710266,-3.742120122909546,4.747303581237793,3.026300163383023,-2.46596212387085,3.742395782470703,8.489423704147338
JULIACA,0.7307671033419096,-0.2634164929389954,1.783863401412964,0.6038796560976747,0.11711513996124268,1.5182369470596313,2.0472798943519592
ACHAYA,0.7349988317489624,0.49484539926052096,1.0224773168563843,0.22606628252632005,0.5191058725118637,1.0107299089431763,0.5276319175958634
CONIMA,0.7638684272766113,-0.4314176619052887,1.9591545581817627,1.195286110043526,-0.19236043691635132,1.720097279548645,2.3905722200870514
ORURILLO,0.7688668764554537,-0.7845862567424774,2.3170507669448854,0.9373813658424016,-0.30264746099710466,1.9251296758651733,3.1016370236873625
CHECCA,0.7744679675382726,-0.3627865850925446,2.0198047876358034,0.7752872378645697,-0.11377497017383575,1.7532804489135743,2.382591372728348
ALIS,0.7759852886199952,-0.8196871995925903,2.6149999141693114,1.259308953531487,-0.6169744491577148,2.34409875869751,3.434687113761902
LANGUI,0.8026528040568035,-0.16608773022890091,2.982173728942871,1.026185261054198,0.0330889493227005,1.9498790979385376,3.148261459171772
VILCA,0.8030078967412313,-1.636428999900818,3.7687834739685058,1.5922103225030197,-1.131157147884369,2.495953607559204,5.405212473869324
HUAROS,0.848361587524414,-0.6795985877513886,2.618415689468384,0.9744852100487261,0.07793929576873779,2.4027225494384767,3.2980142772197723
CCARHUAYO,0.860742712020874,-1.4954236030578614,4.089377355575562,1.7629812791749884,-1.262360143661499,2.8764468669891357,5.584800958633423
PALCA,0.8615284120511708,-1.8504145830869674,5.2206119984388355,2.1361806139927775,-1.4362987935543061,3.7068296760320663,7.071026581525802
HUAROCONDO,0.9177340098789759,-1.0758239030838013,3.768642616271973,1.725901837291873,-0.8811928391456604,3.132644033432007,4.844466519355774
CALAPUJA,0.9214160442352295,0.7953826069831849,1.0496037006378174,0.09943234304655144,0.8159246325492859,1.027769100666046,0.2542210936546326
TARACO,0.9249037878853933,0.33157660961151125,1.2946420311927795,0.29960903605489764,0.5821250170469284,1.2419268488883972,0.9630654215812683
OYOLO,0.9336802368164061,-0.7453716218471527,5.134708881378174,1.6886268175097943,-0.594127082824707,3.5660101890563967,5.880080503225327
CHIVAY,0.9889146941048758,-1.2514005541801452,3.5366374492645263,1.6502262646857844,-0.9536689758300781,2.9026767730712892,4.7880380034446715
VILQUE,0.9906247275216238,-0.11523792929947377,1.6248579978942872,0.5145628466829605,0.44997829794883726,1.4575065135955811,1.7400959271937608
HUANCAVELICA,1.0399711508499947,-1.2977861881256103,3.1010844707489014,1.4106695772832936,-0.8246354222297668,2.942841815948486,4.398870658874512
OLLARAYA,1.0524041891098022,1.0524041891098022,1.0524041891098022,0.0,1.0524041891098022,1.0524041891098022,0.0
CURPAHUASI,1.058016872406006,0.11791859976947308,3.2623689651489256,0.8700099726454278,0.19258853793144226,1.8113991498947144,3.144450365379453
PUNO,1.0887916711660532,-1.5070811748504638,5.995865058898926,1.868067991121158,-0.6598560571670532,3.2632826805114745,7.502946233749389
CARAMPOMA,1.1130450384957449,-0.2985654160380363,3.791121482849121,1.2931203897761272,0.008381325006484985,2.5813623428344727,4.089686898887157
HUAYLLAY,1.1322382983039407,0.20617569088935853,3.15637469291687,0.6141119336712625,0.46532741785049436,1.6982823133468627,2.9501990020275115
LARIA,1.1446881771087647,0.8593536496162415,1.4300227403640746,0.2853345453739201,0.9164205431938172,1.372955846786499,0.5706690907478332
COPANI,1.152240252494812,1.152240252494812,1.152240252494812,0.0,1.152240252494812,1.152240252494812,0.0
ATUNCOLLA,1.153920857111613,0.9475255608558655,1.4548757076263428,0.21882927405400504,0.969892704486847,1.3757728099823,0.5073501467704773
PATAMBUCO,1.1592212677001954,-3.017732763290405,6.390950393676758,2.887363063963236,-2.150491189956665,5.803529167175293,9.408683156967163
MARCAPATA,1.2018254779634021,-4.685509395599365,12.512428283691406,4.153349898992054,-2.9317687511444093,7.421702671051025,17.19793767929077
VIRUNDO,1.2054972489674887,0.4252090334892273,2.6058526039123535,0.9923820836948447,0.4572532534599304,2.2017680168151856,2.1806435704231264
JUNIN,1.2363683146815145,0.0356450192630291,4.269356060028076,1.0361540195982388,0.3876328617334366,2.1536999225616453,4.233711040765047
PLATERIA,1.2564225435256957,-1.398410701751709,4.647493171691894,2.139769295521847,-0.9767345428466797,4.494542503356934,6.045903873443604
ANTABAMBA,1.2631606292724609,-1.2024081468582153,5.537883949279785,1.750767644643307,-0.4201046898961067,3.7435669898986816,6.740292096138001
SANTA ROSA DE SACCO,1.2664021253585815,0.5722203195095062,1.9605839490890502,0.6941818147897727,0.7110566854476928,1.8217475652694701,1.388363629579544
ASILLO,1.2666299673227164,0.23399629890918733,2.3898464679718017,0.6981399775126443,0.3059111345559359,2.0586424350738524,2.1558501690626146
CARANIA,1.2960477828979493,-0.34312861748039725,3.5538055896759033,1.4671980928944721,-0.10666782557964324,3.114811325073242,3.8969342071563005
CHUPA,1.3133475303649902,0.8003697752952575,2.734637641906738,0.7370200987789548,0.8130521655082703,2.1739245414733888,1.9342678666114808
JUAN ESPINOZA MEDRANO,1.3148778742009943,-1.1661210656166077,5.1197186470031735,1.848814364090326,-0.5680446565151215,3.747496223449707,6.285839712619781
PAUCARCOLLA,1.3196611404418945,-0.13671609610319138,2.3684757232666014,0.872207742915211,0.17898326218128205,2.2061001777648928,2.505191819369793
PILCUYO,1.3307835896809894,0.9473914980888367,2.299713706970215,0.4669556889063443,0.971454119682312,1.8748862981796264,1.3523222088813782
CCOCHACCASA,1.3385889212290447,0.642050313949585,2.0417081356048583,0.5714325775426896,0.7800418972969055,1.8997681379318236,1.3996578216552735
CHILCAYMARCA,1.3697909832000732,-0.9380548179149628,2.8528597354888916,1.241920769522899,-0.32001534998416903,2.7965628147125243,3.790914553403854
POMACANCHA,1.406050067477756,0.953587818145752,2.2909224033355713,0.40984287358089067,1.062197709083557,1.9468599319458009,1.3373345851898193
CAUJUL,1.4123048305511474,1.107976245880127,1.6598946094512939,0.22909100682669742,1.1801897048950196,1.6217243909835815,0.551918363571167
PAMPACOLCA,1.4130964067247178,-2.804900598526001,5.418876361846924,2.529377658119971,-0.8628669559955597,4.799423885345459,8.223776960372925
HUAROCHIRI,1.4160636425018311,0.11239217519760132,3.0407875537872315,0.8151443215023498,0.472925865650177,2.189801549911499,2.92839537858963
SAN JUAN DE SALINAS,1.4233312249183654,1.0273210048675536,1.7811658382415771,0.2737645393037359,1.1330631017684936,1.6983290195465088,0.7538448333740234
VELILLE,1.4245497385660806,-0.41378238797187805,2.6678565979003905,0.8638966211630225,0.2858655773103237,2.505372953414917,3.0816389858722686
PACARAOS,1.4287297142876518,0.5002205967903137,3.6279829025268553,0.876883536503588,0.8083059906959533,2.2694587230682375,3.1277623057365416
HUASICANCHA,1.4327763319015503,1.4327763319015503,1.4327763319015503,0.0,1.4327763319015503,1.4327763319015503,0.0
LLUSCO,1.4331491296941583,-1.0994258761405944,4.646148777008056,1.8756289157589308,-0.6682687759399414,3.7144347190856934,5.745574653148651
PAZOS,1.4628829683576312,0.6340009689331054,2.0557607412338257,0.5305447336487823,0.8084058046340943,2.033584237098694,1.4217597723007203
CORONEL CASTANEDA,1.4759131354254644,-0.877300477027893,5.145769309997559,1.4193976065099778,-0.2203177198767662,3.2525482177734375,6.0230697870254515
HEROINAS TOLEDO,1.4801789045333862,1.4801789045333862,1.4801789045333862,0.0,1.4801789045333862,1.4801789045333862,0.0
SAN JOSE DE QUERO,1.4897601127624511,-0.03169001936912537,3.4391406059265135,1.2452152465792978,-0.027377915382385255,3.319611740112305,3.470830625295639
EL TAMBO,1.4906909942626954,-0.34978604316711426,4.277836418151855,1.694269696858958,-0.07216588258743287,3.7946847438812257,4.627622461318969
PARAS,1.5131553377423967,-0.5491316109895706,5.310693073272705,1.5973750270778755,-0.2640658378601074,4.113486194610596,5.859824684262276
CAJAMARQUILLA,1.5310668706893922,1.5241267442703248,1.5380069494247437,0.0069401025772648185,1.5255147695541382,1.5366189241409303,0.013880205154418946
QUILCAS,1.5425381024678548,-0.42380783557891843,4.511008358001709,1.6996598501665887,-0.12674297988414765,3.647784185409546,4.934816193580628
LIRCAY,1.5491617475237165,-0.4936937838792801,4.948575592041015,1.4344260365988715,-0.04982707276940346,3.391220951080322,5.442269375920295
ACRAQUIA,1.5633903741836548,0.15530992299318314,2.7713220596313475,0.9375757697304451,0.5587708473205566,2.4879502296447753,2.6160121366381643
AHUAYCHA,1.573809313774109,1.573809313774109,1.573809313774109,0.0,1.573809313774109,1.573809313774109,0.0
YANACANCHA,1.5767207962671916,0.41347496509552,3.353486919403076,0.9339858904122561,0.5941329002380371,2.7056404501199722,2.9400119543075562
