DISTRITO,mean,min,max,std,percentile_10,percentile_90,range_temp
SACSAMARCA,3.4961029052734376,2.244704580307007,5.398092460632324,0.8158418143582894,2.5486621856689453,4.396062755584717,3.1533878803253175
YAURISQUE,3.499595546722412,2.198446011543274,5.327275371551513,1.3303918352917372,2.2168273448944094,4.99297571182251,3.1288293600082397
TURPAY,3.511489248275757,3.511489248275757,3.511489248275757,0.0,3.511489248275757,3.511489248275757,0.0
YURA,3.5124459330240887,-3.537666082382202,11.59316349029541,4.626423806930977,-2.578004837036133,9.8734619140625,15.130829572677612
URUBAMBA,3.5133808135986326,0.4363293141126633,6.073584938049317,2.1745713947293366,0.9206966757774353,5.8482767105102536,5.637255623936653
COLTA,3.5142745123969186,-0.13258383870124818,10.296319389343262,3.6766410155409317,-0.007086560130119324,9.115128898620606,10.42890322804451
COLQUEPATA,3.5357031141008646,1.6746273279190063,5.526213455200195,1.078617046988787,2.2837729930877684,4.539677524566651,3.851586127281189
CANARIA,3.5405364296653055,2.0589765548706054,7.069595813751221,1.6757973846888548,2.0954281806945803,6.5662023544311525,5.010619258880615
HUAMATAMBO,3.5463086128234864,3.5463086128234864,3.5463086128234864,0.0,3.5463086128234864,3.5463086128234864,0.0
ATAVILLOS ALTO,3.5537308913010817,0.4359689712524414,10.772386360168458,3.23060125464209,0.5658804178237915,8.171381092071533,10.336417388916015
SANTO TOMAS DE PATA,3.556529331207275,1.5880132913589478,6.7676841735839846,1.978424689457011,1.8149738550186156,5.7951396942138675,5.179670882225037
SANTIAGO DE PAUCARAY,3.5757889270782472,3.434382963180542,3.7171950340270996,0.14140603542330932,3.462664175033569,3.6889138221740723,0.28281207084655763
JOSE MARIA ARGUEDAS,3.5776390075683593,2.0709044456481935,5.320128059387207,1.0359253116970053,2.474551963806152,4.858489322662353,3.2492236137390136
LEONOR ORDONEZ,3.579465627670288,2.8814964294433594,4.277434873580932,0.6979692220687927,3.021090269088745,4.137840938568115,1.3959384441375733
HUANCARANI,3.5846475982666015,2.1990733623504637,4.622904205322266,0.894061937023008,2.6319921970367433,4.573151016235352,2.423830842971802
TICLACAYAN,3.5857945981233015,2.5160412788391113,5.9275146484375,0.9976333960517334,2.623681640625,5.239585590362549,3.4114733695983888
AHUAC,3.599978971481323,2.6429327011108397,4.557025337219239,0.9570463180542024,2.8343420028686523,4.365616083145142,1.9140926361083985
SANTO TORIBIO,3.6027088165283203,2.9159538745880127,4.289463758468628,0.6867549419403158,3.05330491065979,4.152112817764282,1.3735098838806152
CAPAYA,3.6218614101409914,2.6291669845581054,5.674053382873535,1.2294894432290493,2.654259777069092,5.013261508941651,3.0448863983154295
COPA,3.6274192047119143,1.0695515990257263,7.726253986358643,2.556444580644317,1.229187297821045,6.809047794342041,6.656702387332916
HUANCA,3.642505997877855,-1.086038100719452,9.528310012817382,3.307882088012591,-0.4217673480510712,8.436814880371093,10.614348113536835
CANTA,3.647734498977661,0.6665531039237976,6.731948757171631,2.155398966814872,1.4561490297317505,5.880532550811767,6.065395653247833
CARHUACALLANGA,3.6500268936157227,3.6500268936157227,3.6500268936157227,0.0,3.6500268936157227,3.6500268936157227,0.0
HUANTAR,3.659241485595703,1.0148037314414977,7.576201725006103,2.341069100589985,1.3428213596343994,6.475982284545898,6.561397993564606
POROY,3.66644549369812,3.66644549369812,3.66644549369812,0.0,3.66644549369812,3.66644549369812,0.0
AUCARA,3.675993452400997,2.0846203804016112,7.13970193862915,1.1503656389725334,2.8277305603027343,5.329636287689209,5.055081558227539
MOYA,3.7110027949015296,2.998852014541626,4.331679058074951,0.5480521311792401,3.1595770359039306,4.225838756561279,1.3328270435333252
CHACA,3.716701889038086,3.109142303466797,5.103505229949951,0.8161835924505029,3.1191582679748535,4.625942611694336,1.9943629264831544
ARMA,3.7171598954634235,-0.04368746429681778,9.545578002929688,2.7138557551854356,1.2826250553131104,7.301501655578614,9.589265467226506
SAN DAMIAN,3.719722239176432,1.22997807264328,5.411303424835205,1.4680955192610115,1.517804169654846,5.229182147979737,4.181325352191925
SAN PEDRO DE PALCO,3.722652121151195,2.6007981300354004,8.733830070495605,1.4487028355466616,2.6874470710754395,5.061074447631836,6.133031940460205
PARIAHUANCA,3.723397064208984,-0.437601575255394,8.662985610961915,2.6193934575143376,0.8771897554397583,7.438767433166504,9.100587186217307
CARAYBAMBA,3.741075849533081,1.3860560178756713,6.610867881774903,1.6379347494160286,1.695084285736084,5.487611961364746,5.224811863899231
ANTA,3.759213260014852,3.50014009475708,3.972971280415853,0.18281985333256828,3.5521568775177004,3.9443716843922934,0.4728311856587728
PARCO,3.7720324993133545,3.4195887088775634,4.1244762420654295,0.35244376659394505,3.4900774478912355,4.053987503051758,0.7048875331878662
YANAMA,3.773190477159288,0.7192292392253876,7.914916133880615,2.3297544929846614,1.5529836654663085,7.318189716339111,7.1956868946552275
TINTA,3.7906925837198893,3.084459114074707,4.741211795806885,0.6981542309665161,3.1768486499786377,4.502250671386719,1.6567526817321778
SANTO DOMINGO DE CAPILLAS,3.797715997695923,0.09556579189375043,10.61958293914795,3.1926073828635833,1.0452465295791626,7.971385860443116,10.524017147254199
AIJA,3.8051033496856688,2.0286900997161865,5.91053524017334,1.3825154308345917,2.5014185428619387,5.2403950691223145,3.8818451404571532
SAN PEDRO DE LARCAY,3.8074247880415486,2.409641647338867,4.9782994270324705,0.7728705165992391,2.7317954540252685,4.556939888000488,2.5686577796936034
SAN JUAN DE CHACNA,3.8109304904937744,1.7010462999343872,6.364689540863037,1.9111976483853526,1.8683897256851196,5.931020832061767,4.66364324092865
MANZANARES,3.8137691497802733,3.8137691497802733,3.8137691497802733,0.0,3.8137691497802733,3.8137691497802733,0.0
VEINTISIETE DE NOVIEMBRE,3.8200526101248604,1.410365104675293,7.88132677078247,2.1831620713511457,1.4675037145614624,6.7574817657470705,6.470961666107177
CHACAS,3.8361951192220047,1.4056913375854492,7.795948696136475,1.8580185187233529,1.8283804893493651,6.575012302398681,6.390257358551025
PAMPACHIRI,3.8493135070800775,1.6716877698898316,6.056639194488525,1.1804445075438281,2.17114520072937,5.275806427001953,4.384951424598694
UCHURACCAY,3.8571829795837402,2.5609738349914553,7.272181415557862,1.5204617294035887,2.587443447113037,5.623153781890869,4.711207580566406
RECUAY,3.859831401279995,1.9593778610229493,5.289777565002441,0.9724519414656682,2.8303504467010496,4.815135383605957,3.3303997039794924
POCSI,3.863808441162109,-0.2494260810315609,7.24581937789917,2.4715130998599584,1.0913249015808106,6.389631843566894,7.4952454589307305
SAN FRANCISCO DE ASIS DE YARUSYACAN,3.877751922607422,2.916916847229004,5.983230304718018,1.2400618536096781,2.954215145111084,5.2591455459594725,3.066313457489014
CABANA,3.8927583225189695,2.408181977272034,6.826081895828247,1.4556767378629776,2.615210783481598,5.841973376274109,4.417899918556214
HUASTA,3.898300229586088,2.1504466772079467,6.780416870117188,1.4740226473147549,2.2692023277282716,6.13986759185791,4.629970192909241
PUQUINA,3.900422134399414,-3.1741350650787354,12.477755928039551,4.935967947341001,-2.8284855842590333,10.144147300720215,15.651890993118286
SANTIAGO DE TUCUMA,3.906190776824951,3.906190776824951,3.906190776824951,0.0,3.906190776824951,3.906190776824951,0.0
LLUTA,3.9205509948730466,-3.312126398086548,14.238651466369628,4.070890094761405,-1.1637093782424928,9.500112533569336,17.550777864456176
PACAPAUSA,3.9244579315185546,2.4988708019256594,5.5791033744812015,1.3082145719761986,2.6718903541564942,5.518043518066406,3.080232572555542
COLQUEMARCA,3.9434832436697826,0.5915529787540436,6.624803447723389,1.8655617907917583,1.227076029777527,6.310116958618164,6.033250468969345
COLONIA,3.956089401245117,-0.43987034559249877,8.614021110534669,3.1182866252884125,0.2625128284096718,8.348784828186036,9.053891456127166
LARAMARCA,3.971065584818523,2.562828254699707,4.874611568450928,0.8685152671035619,2.778862237930298,4.7300745964050295,2.3117833137512207
MARCO,3.982133960723877,3.982133960723877,3.982133960723877,0.0,3.982133960723877,3.982133960723877,0.0
COYLLURQUI,3.987447302682059,0.8195155143737793,9.761306762695312,3.0110812297948812,0.9485468745231629,8.549252700805663,8.941791248321532
HUANUARA,3.998790868123373,2.5274796009063722,5.176373386383057,1.1011756318041543,2.880487585067749,4.999602508544922,2.6488937854766847
OMATE,4.018660593032837,-4.227725172042847,9.220283508300781,4.926055338628367,-3.2478702545166014,9.124131774902343,13.448008680343628
LOS MOROCHUCOS,4.026814185248481,3.0913718700408936,5.364197158813477,0.6718823027173506,3.2783384323120117,4.841448879241943,2.272825288772583
TARICA,4.037837473551432,1.587088680267334,6.805791568756104,2.1423098660395516,2.013797426223755,6.188759613037109,5.218702888488769
HUARAZ,4.054818197397085,2.151574468612671,6.781851196289063,1.4800813529974137,2.351599645614624,5.957623863220215,4.630276727676391
APONGO,4.059205627441406,2.0204345703125,7.619844818115235,1.9484217352767275,2.110787868499756,6.359533977508545,5.5994102478027346
PACHACONAS,4.076621341705322,1.1200756549835205,8.294448852539062,2.1666073412949283,1.8339202165603639,6.809685802459716,7.174373197555542
PAUCARBAMBA,4.087809801101685,2.7853825092315674,5.459669017791748,1.0564858737387026,2.9663033962249754,5.237088966369629,2.6742865085601806
CHALLABAMBA,4.099340947469075,0.35103788524866103,8.84412670135498,2.2085853303211804,1.4438250064849854,6.819941711425781,8.493088816106319
MASMA,4.106057167053223,4.106057167053223,4.106057167053223,0.0,4.106057167053223,4.106057167053223,0.0
HUACLLAN,4.1063467502594,4.1063467502594,4.1063467502594,0.0,4.1063467502594,4.1063467502594,0.0
ALCA,4.1293363298688615,0.5863229334354401,7.768704795837403,2.8827478103166944,0.753050684928894,7.529086780548096,7.182381862401963
CASCAPARA,4.182856423514229,2.252212405204773,6.392978477478027,1.5132135736054502,2.4382081985473634,5.977788257598877,4.140766072273254
PILLPINTO,4.208678754170736,1.9851932525634766,5.9953615188598635,1.666134013772791,2.517250919342041,5.72538537979126,4.010168266296387
SAN SALVADOR DE QUIJE,4.211816533406575,2.39072470664978,6.093544864654541,1.2596686284615752,2.8323675632476806,5.79797773361206,3.702820158004761
QUINCHES,4.21285343170166,0.325947205722332,8.780950164794922,3.2329478620318697,0.8878648400306701,7.810317516326904,8.45500295907259
LUCANAS,4.215903727213542,2.7858179569244386,6.840719509124756,1.022811303878218,3.111329460144043,5.636333274841308,4.054901552200318
HUANCARAYLLA,4.220737075805664,2.968972682952881,6.82473316192627,1.356947441072773,3.1344797134399416,5.723824977874756,3.8557604789733886
CHINCHERO,4.226761436462402,3.6166123867034914,4.922761631011963,0.4983184638165416,3.7097940921783445,4.778069019317627,1.3061492443084717
RONDOCAN,4.230379676818847,0.3443932145833969,7.987210941314697,2.6789698069808656,0.8635078310966492,7.097109031677246,7.6428177267313
MOSOC LLACTA,4.242773723602295,4.242773723602295,4.242773723602295,0.0,4.242773723602295,4.242773723602295,0.0
HUARI,4.244283955891927,0.8693404912948608,8.606531715393066,1.9201092720925506,2.072602081298828,6.822229290008545,7.737191224098206
SAN FRANCISCO DE RAVACAYCO,4.247464497884114,2.4540162563323973,5.80019474029541,1.3766493503304489,2.8608495235443114,5.537792205810547,3.346178483963013
MARIA PARADO DE BELLIDO,4.267645072937012,2.211795377731323,6.637134647369384,1.5885403074910498,2.685960578918457,5.974785232543946,4.425339269638061
LUIS CARRANZA,4.288692760467529,3.8728108406066895,4.704574871063232,0.41588201522830526,3.9559872150421143,4.6213983535766605,0.831764030456543
ORCOTUNA,4.292167091369629,3.8017404556274412,4.782594013214111,0.4904267787933751,3.8998258113861084,4.684508609771728,0.9808535575866699
SICAYA,4.329791402816772,4.329791402816772,4.329791402816772,0.0,4.329791402816772,4.329791402816772,0.0
PACCHA,4.332815896140205,2.9957538403570654,5.163274105389913,0.8890843873353123,3.473273032903671,5.113296532630921,2.167520265032848
RAGASH,4.344220679146903,3.3453362941741944,5.859785461425782,0.8640717987420455,3.3663162708282472,5.512146091461181,2.5144491672515867
URCOS,4.344729080200195,2.45870680809021,5.864629650115967,1.367089370025643,2.6804313182830812,5.740646076202393,3.405922842025757
ANDAJES,4.3623057556152345,1.9572943687438964,6.889205837249756,1.6473183567997818,2.6032973289489747,6.221502304077148,4.931911468505859
MICAELA BASTIDAS,4.368426513671875,0.6554309666156769,7.314535140991211,2.5580425051310858,1.394928765296936,7.177259826660157,6.659104174375534
ACCHA,4.370898001534599,1.2706857442855835,6.731830596923828,1.5637859744642415,2.7263731479644777,5.964263439178467,5.4611448526382445
ACORIA,4.376878116005345,1.2941299676895142,7.621773338317871,1.8044433259952697,1.9734166860580444,6.497325706481933,6.327643370628357
MANCOS,4.383353900909424,4.383353900909424,4.383353900909424,0.0,4.383353900909424,4.383353900909424,0.0
ACO,4.393792009353637,3.0861663103103636,5.701417636871338,1.3076256632804877,3.347691464424133,5.439892435073853,2.615251326560974
YUNGAR,4.3994215965271,2.361071538925171,6.4377717018127445,2.0383500814437943,2.7687415599823,6.030101585388183,4.076700162887573
CHIARA,4.4005518213907875,2.500063419342041,7.626289701461792,1.8013430972235696,2.662468361854553,6.683336448669434,5.126226282119751
ESTIQUE,4.406302871704101,-2.8177301406860353,11.0035982131958,4.284793405681882,-2.2184544086456297,9.918899726867675,13.821328353881835
COLPAS,4.410274887084961,3.8298298835754396,5.129092216491699,0.5305762453348178,3.8580769538879394,5.11931848526001,1.2992623329162598
PUNCHAO,4.415505409240723,4.415505409240723,4.415505409240723,0.0,4.415505409240723,4.415505409240723,0.0
MARA,4.417265930175781,2.732629919052124,6.382143974304199,1.2562588267325627,3.163767147064209,5.90966911315918,3.6495140552520753
SHUPLUY,4.422189025878906,2.6548719882965086,8.556675148010253,2.1258249862747163,2.8872859477996826,6.814492416381836,5.9018031597137455
CACHIMAYO,4.439802455902099,4.439802455902099,4.439802455902099,0.0,4.439802455902099,4.439802455902099,0.0
TARAY,4.451097393035889,3.9152379035949707,4.986956787109375,0.5358594417572228,4.0224097728729244,4.879784870147705,1.0717188835144043
PISAC,4.452586619059245,1.657762885093689,7.5923689842224125,2.1148899845327263,2.4742159843444824,7.280495262145996,5.9346060991287235
PILCOMAYO,4.465655899047851,4.465655899047851,4.465655899047851,0.0,4.465655899047851,4.465655899047851,0.0
SANTA MARIA DE CHICMO,4.466515668233236,2.4495721817016602,8.53321189880371,2.0089026214308707,2.7427216529846192,6.652560234069824,6.08363971710205
TANTARA,4.470142936706543,2.6647645473480224,5.972911548614502,1.1806718883416345,3.2290326595306396,5.590209102630615,3.3081470012664793
PUQUIO,4.479127502441406,2.6241909980773928,8.49306583404541,1.5391725469254678,2.909415626525879,6.797196102142334,5.868874835968017
ALLAUCA,4.481019951315487,0.49431705176830293,11.044152450561523,3.2165926555895346,1.4509578704833985,9.74655876159668,10.54983539879322
CHACOCHE,4.500110181172689,1.7582943916320801,10.213124465942382,3.0083473495461908,1.9903894662857056,8.409576606750488,8.454830074310303
HUAYACUNDO ARMA,4.5033345222473145,4.5033345222473145,4.5033345222473145,0.0,4.5033345222473145,4.5033345222473145,0.0
RONDOS,4.5189970833914614,3.4636291027069093,5.243826484680175,0.7060787976324037,3.5922600269317626,5.21601619720459,1.7801973819732666
HUAYLLAPAMPA,4.541093063354492,2.1186432361602785,6.429481887817383,1.6327294882531966,2.704406404495239,6.164155197143555,4.310838651657105
LIMATAMBO,4.560976813821232,-1.9121481657028199,10.386018753051758,4.079350549644791,-0.46383615434169767,9.757037734985351,12.298166918754578
CACRA,4.562686443328857,-1.1695615768432617,13.774127197265624,6.019341280388295,-0.7683354198932648,13.245563316345216,14.943688774108887
SANTA ANA DE TUSI,4.564685211181641,2.7151724815368654,7.259101867675781,1.293523685034171,3.388578987121582,6.021657848358155,4.543929386138916
RANRACANCHA,4.574961217244466,3.762769174575806,5.732933425903321,0.8407418013582848,3.8560515880584716,5.432182884216308,1.9701642513275146
SANTA TERESA,4.5789464438833845,-2.908373308181763,14.11216697692871,4.389185446899139,-0.37715775668621065,11.331608200073243,17.020540285110474
SAN SEBASTIAN,4.5882102966308596,4.4064079284667965,4.770012664794922,0.18180236816412026,4.442768478393555,4.733652114868164,0.363604736328125
VISCHONGO,4.591921005249024,2.986071825027466,6.990919780731201,1.0119794274098575,3.5866056442260743,5.251034450531006,4.0048479557037355
PAMPAS,4.600973296165466,3.0181556224822996,7.481634974479675,1.4898734893865249,3.246807408332825,6.546701216697693,4.463479351997376
CHIQUIAN,4.605478591918946,3.1209429264068604,7.779494285583496,1.7178060170381992,3.164225625991821,6.653419494628906,4.658551359176636
LA LIBERTAD,4.607622051239014,2.900669002532959,6.489602184295654,1.3569484092860655,3.185919237136841,6.099335479736328,3.5889331817626955
PACHAS,4.613819217681884,3.754417657852173,5.90372486114502,0.7822810265419301,3.84628849029541,5.677943706512451,2.149307203292847
GORGOR,4.650890731811524,2.4990963459014894,8.266652393341065,1.886670447631484,2.6216374397277833,7.695011806488037,5.767556047439575
QUINISTAQUILLAS,4.655208778381348,-4.257491731643677,12.490952491760254,5.591768373529249,-2.4981131076812746,11.549567413330077,16.74844422340393
HUACHOS,4.657079887390137,1.0418570280075072,9.386001205444336,3.2643174727007684,1.4156230449676515,8.34401569366455,8.344144177436828
PUCYURA,4.670231819152832,4.670231819152832,4.670231819152832,0.0,4.670231819152832,4.670231819152832,0.0
WANCHAQ,4.673000335693359,4.673000335693359,4.673000335693359,0.0,4.673000335693359,4.673000335693359,0.0
MAMARA,4.682540225982666,3.5985010623931886,5.766579437255859,1.084039187431342,3.8153089046478272,5.5497715950012205,2.168078374862671
ACOCHACA,4.688320064544678,3.9320541858673095,5.444585990905762,0.7562659025192318,4.083307266235352,5.293332862854004,1.5125318050384522
PACA,4.6897584915161135,4.6897584915161135,4.6897584915161135,0.0,4.6897584915161135,4.6897584915161135,0.0
HUALLA,4.691541213989258,3.174927759170532,8.151387882232665,1.819446157284133,3.2042629718780518,6.7437543869018555,4.976460123062134
CAJACAY,4.694268569946289,1.7238415002822876,8.540472602844238,2.338743432499813,2.2823280811309816,7.425876903533935,6.816631102561951
SOCOS,4.694909604390462,3.00365834236145,6.021350955963134,1.065981903192246,3.3743914127349854,5.882686996459961,3.0176926136016844
HUANCAPI,4.707832227434431,2.990470552444458,7.4756067276000975,1.4752091120385895,3.2177251815795898,6.419856452941895,4.48513617515564
PAMPAS CHICO,4.717069435119629,2.9228944778442383,6.834926795959473,1.4803930462990111,3.199489879608154,6.364121627807617,3.9120323181152346
SANTA ROSA DE OCOPA,4.72629680633545,4.72629680633545,4.72629680633545,0.0,4.72629680633545,4.72629680633545,0.0
MITO,4.734911727905273,4.734911727905273,4.734911727905273,0.0,4.734911727905273,4.734911727905273,0.0
QUILAHUANI,4.741020774841308,4.741020774841308,4.741020774841308,0.0,4.741020774841308,4.741020774841308,0.0
TRES DE DICIEMBRE,4.763896942138672,4.763896942138672,4.763896942138672,0.0,4.763896942138672,4.763896942138672,0.0
MUQUIYAUYO,4.78450231552124,4.78450231552124,4.78450231552124,0.0,4.78450231552124,4.78450231552124,0.0
LLATA,4.788482411702474,3.1593852043151855,7.336978912353516,1.4794719245266958,3.3958577156066894,6.9226710319519045,4.17759370803833
LLUMPA,4.802346992492676,3.151417446136475,6.425014972686768,1.2604471326442395,3.4392550468444822,6.1541341781616214,3.273597526550293
POMABAMBA,4.804985105074369,1.2992928981781007,7.586417961120605,1.725675913033173,1.9750840187072753,6.052174282073975,6.287125062942505
LLIPA,4.80522928237915,4.80522928237915,4.80522928237915,0.0,4.80522928237915,4.80522928237915,0.0
LOCROJA,4.806358432769775,2.4149357318878173,8.390763854980468,2.264323238747022,2.7181560039520263,7.37175350189209,5.9758281230926515
COYA,4.810986328125,1.8921388626098632,7.121094417572022,1.8949580462310813,2.7390545845031737,6.639422035217285,5.228955554962158
HUARIBAMBA,4.820781108311245,1.3657453417778016,9.091177558898925,2.5597885475919258,1.8906119823455811,8.0897686958313,7.725432217121124
HUALHUAS,4.829756355285644,4.829756355285644,4.829756355285644,0.0,4.829756355285644,4.829756355285644,0.0
ACOCRO,4.83528319138747,2.4098770141601564,7.597912883758545,1.5784451246306521,2.6680204391479494,6.995472431182861,5.188035869598389
CHINGALPO,4.839855357578823,3.6312963008880614,6.861111450195312,1.0313512547074972,3.754018545150757,6.066859340667724,3.229815149307251
ITUATA,4.8542571311773255,-2.9616720199584963,16.426402282714843,5.543790191789226,-1.112315821647644,12.601118087768555,19.38807430267334
ANDAHUAYLAS,4.85444815499442,2.420978879928589,7.791730499267578,1.8099661438027965,2.6240381717681887,6.947974586486817,5.370751619338989
TAPO,4.85568904876709,2.9237442016601562,6.985103511810303,1.3082460312596695,3.4769081115722655,6.350826549530029,4.061359310150147
CARHUANCA,4.879879951477051,3.5822725772857664,6.1774872779846195,1.2976073503494319,3.8417941093444825,5.9179657936096195,2.5952147006988526
EL MANTARO,4.894631290435791,4.894631290435791,4.894631290435791,0.0,4.894631290435791,4.894631290435791,0.0
MARCARA,4.897734298706054,0.2002073936164379,8.099245166778564,3.1039562944228427,1.1372997164726257,8.070129299163819,7.899037773162126
RIPAN,4.899155616760254,4.252394294738769,5.611469745635986,0.5568044678311035,4.36863603591919,5.455896377563477,1.3590754508972167
HUERTAS,4.908393096923828,4.908393096923828,4.908393096923828,0.0,4.908393096923828,4.908393096923828,0.0
SABAINO,4.921236801147461,2.7234859466552734,7.552771663665771,1.8414591670263856,2.7873586654663085,7.0146490097045895,4.829285717010498
HUAMANCACA CHICO,4.9243494987487795,4.9243494987487795,4.9243494987487795,0.0,4.9243494987487795,4.9243494987487795,0.0
QUIRUVILCA,4.931998443603516,3.9456796169281008,5.978656005859375,0.6052617717616615,4.171382331848145,5.697535991668701,2.0329763889312744
QUICHUAS,4.9408611297607425,2.839124155044556,7.417954826354981,1.9167963429556978,2.985295534133911,7.046569347381592,4.578830671310425
CIRCA,4.956464691162109,1.109896469116211,11.857083702087403,3.3485356517671443,1.183797287940979,10.437650871276855,10.747187232971191
PUNOS,4.96400089263916,4.469374370574951,5.746866226196289,0.5599962720608822,4.510651874542236,5.532645320892334,1.277491855621338
PARARCA,4.972702852884929,3.3830164432525636,6.110488605499268,1.158596330856841,3.791333818435669,5.9733116149902346,2.727472162246704
CUSCA,4.972710255214146,2.8813074588775636,7.893972969055175,1.508712700695392,3.0322484493255617,6.659455680847168,5.012665510177612
PIRA,4.97512215508355,2.461720371246338,9.341730499267578,2.2569205763450513,2.5188790798187255,7.6385832786560055,6.88001012802124
PALLANCHACRA,4.991077327728272,4.991077327728272,4.991077327728272,0.0,4.991077327728272,4.991077327728272,0.0
LACHAQUI,4.9913795471191404,1.6807766437530518,9.09135398864746,2.6474852233320156,2.0837732315063477,8.01113977432251,7.410577344894409
VILCAS HUAMAN,5.001922716413225,3.4344945430755613,8.064404964447021,1.6910789093268215,3.532849645614624,7.182257270812988,4.62991042137146
HUACANA,5.003026275634765,2.7799078464508056,8.117024135589599,1.9867610865238894,2.9680803775787354,7.407478713989258,5.337116289138794
AMANTANI,5.009556865692138,5.009556865692138,5.009556865692138,0.0,5.009556865692138,5.009556865692138,0.0
HUAYLLAY GRANDE,5.016105270385742,5.016105270385742,5.016105270385742,0.0,5.016105270385742,5.016105270385742,0.0
SINGA,5.01907434463501,4.250292778015137,6.016118431091309,0.7685993193374131,4.262772274017334,5.866681480407715,1.7658256530761718
TINTAY,5.020908813476562,1.6418357849121095,9.42604866027832,3.087720803465386,1.9169525384902955,8.807800674438477,7.784212875366211
HUACHON,5.039067443847657,2.4002445697784425,8.423616027832031,1.579370113655552,3.038619327545166,7.271722602844238,6.023371458053589
PICHIRHUA,5.043993142934946,1.8084434032440186,10.725040054321289,2.802913204005228,1.839143204689026,8.077059650421143,8.91659665107727
HUANOQUITE,5.044376784104567,0.8583562970161438,11.473801231384277,3.275166983083525,1.9964311122894287,9.812159729003906,10.615444934368133
PACLLON,5.054850551060268,2.5884562015533445,8.004881381988525,1.7587526220163305,3.160652828216553,7.10544605255127,5.416425180435181
SAN MARCOS,5.073677143297697,2.271521234512329,7.97457971572876,1.7022394187856917,3.027886486053467,7.611021327972412,5.703058481216431
JACAS GRANDE,5.082297229766846,4.3167619705200195,7.753864192962647,1.0460973269986145,4.441938877105713,5.9552535057067875,3.437102222442627
CONCHUCOS,5.084747852998621,3.392915630340576,11.791463851928711,2.058281190719897,3.4835135459899904,6.822635173797607,8.398548221588134
SANTA ANA,5.0866708842190835,2.175951588153839,8.56718125473708,1.7407558609238478,2.9808616280555724,7.4427707871422175,6.39122966658324
PILCHACA,5.094178962707519,5.094178962707519,5.094178962707519,0.0,5.094178962707519,5.094178962707519,0.0
CHURCAMPA,5.106909942626953,2.8661109447479247,7.427691650390625,1.6250672335370357,3.443444299697876,6.802368450164795,4.5615807056427
MARGOS,5.130033220563616,4.656164455413818,5.9364677429199215,0.49183659727523105,4.679088306427002,5.822149276733398,1.2803032875061036
HUASAHUASI,5.136721992492676,1.4057271242141725,11.21876564025879,2.6744513829451373,2.5327988147735594,9.138952827453613,9.813038516044617
CASHAPAMPA,5.144793701171875,4.833606624603272,5.455980682373047,0.3111870288849061,4.895843982696533,5.393743324279785,0.6223740577697754
ANCO_HUALLO,5.157314205169678,4.901573276519775,5.413055038452148,0.25574088096625525,4.952721405029297,5.361906814575195,0.511481761932373
CARAPO,5.173672921316964,3.5161449909210205,6.558611965179443,1.0427347407056764,4.001582145690918,6.349721431732178,3.042466974258423
YUNGAY,5.1838844299316404,0.16336194314062596,10.190383529663086,3.4410924380840116,0.988885223865509,9.85259952545166,10.02702158652246
CONGALLA,5.183929770333426,2.0266569375991823,7.744004821777343,2.1791744188323436,2.528134250640869,7.737422752380371,5.717347884178162
MATAHUASI,5.1839906692504885,5.1839906692504885,5.1839906692504885,0.0,5.1839906692504885,5.1839906692504885,0.0
CAICAY,5.194249439239502,3.928130292892456,6.571656799316406,1.16126231202086,3.9999197006225584,6.433094310760498,2.6435265064239504
CHARACATO,5.1945502471923835,-1.3587194800376892,8.271553897857666,3.5630470569742583,0.9057535648345947,8.154366970062256,9.630273377895355
YACUS,5.209073448181153,5.028543186187744,5.389603519439698,0.18053016662609983,5.064649295806885,5.353497409820557,0.36106033325195314
PUYUSCA,5.220003940748132,2.425010871887207,7.887421894073486,0.9583016233525244,4.467479228973389,5.870461559295654,5.462411022186279
HUAMBALPA,5.223192151387533,2.929291105270386,8.534542465209961,2.1148478547585805,3.104142665863037,7.831842613220215,5.605251359939575
SAN SALVADOR,5.233785565694173,4.603957080841065,6.312729263305664,0.7667135199404033,4.640099811553955,6.007117366790771,1.7087721824645996
SHUNQUI,5.236334991455078,4.808445262908935,5.664224529266358,0.4278896331787377,4.89402322769165,5.578646564483643,0.8557792663574219
CORDOVA,5.244053777058919,4.017510795593262,6.251520252227783,0.9250991351922911,4.306634616851807,6.093842220306397,2.2340094566345217
CHINCHAYPUJIO,5.256145935058593,1.6497945070266724,11.081893157958984,2.9464512018447255,2.228831148147583,9.368260192871094,9.432098650932312
APARICIO POMARES,5.266895294189453,3.935225582122803,7.037943553924561,1.0894723761837468,4.008610630035401,6.468116378784179,3.102717971801758
MORCOLLA,5.285691146850586,2.964992380142212,8.264963912963868,1.831293780881706,3.2664031982421875,7.8112671852111815,5.2999715328216555
JIVIA,5.287379169464112,5.208520030975341,5.366238403320312,0.0788591861726845,5.224291896820068,5.350466537475586,0.15771837234497071
LAMBRAMA,5.294666330437911,0.6554342150688172,11.135690116882325,3.288649314613946,1.328606653213501,9.943341636657715,10.480255901813507
TURPO,5.306118202209473,4.293110275268555,6.8058937072753904,0.9844804067449406,4.376628112792969,6.430314922332764,2.512783432006836
YURACMARCA,5.337845066615513,1.8623369216918946,14.492414093017578,3.61396937890364,2.3847203254699707,10.790929985046386,12.630077171325684
